@RELATION 'all_data_pacman'

@ATTRIBUTE pacPosX NUMERIC
@ATTRIBUTE pacPosY NUMERIC
@ATTRIBUTE pacMovesN {0,1}
@ATTRIBUTE pacMovesS {0,1}
@ATTRIBUTE pacMovesE {0,1}
@ATTRIBUTE pacMovesW {0,1}
@ATTRIBUTE pacMovesSTOP {0,1}
@ATTRIBUTE ghostPosX1 NUMERIC
@ATTRIBUTE ghostPosY1 NUMERIC
@ATTRIBUTE ghostPosX2 NUMERIC
@ATTRIBUTE ghostPosY2 NUMERIC
@ATTRIBUTE ghostPosX3 NUMERIC
@ATTRIBUTE ghostPosY3 NUMERIC
@ATTRIBUTE ghostPosX4 NUMERIC
@ATTRIBUTE ghostPosY4 NUMERIC
@ATTRIBUTE LivingGhost1 {0,1}
@ATTRIBUTE LivingGhost2 {0,1}
@ATTRIBUTE LivingGhost3 {0,1}
@ATTRIBUTE LivingGhost4 {0,1}
@ATTRIBUTE lastMove {North,South,East,West,Stop}

@data
5,8,1,1,1,1,1,4,4,5,7,10,9,10,9,1,1,1,1,South
4,8,1,1,1,1,1,4,3,5,7,10,9,10,9,1,1,1,1,West
3,8,1,1,1,1,1,4,3,4,7,9,9,10,10,1,1,1,1,West
4,8,1,1,1,1,1,5,3,4,7,9,8,10,10,1,1,1,1,East
4,7,1,0,1,1,1,6,3,3,1,9,7,10,10,1,0,1,1,South
5,7,1,0,1,1,1,6,4,3,1,8,7,10,9,1,0,1,1,East
6,7,1,0,1,1,1,6,5,3,1,7,7,9,9,1,0,1,1,East
7,7,1,0,1,1,1,7,5,3,1,5,1,10,9,1,0,0,1,East
8,7,1,1,1,1,1,8,5,3,1,5,1,10,10,1,0,0,1,East
8,8,1,1,1,1,1,7,5,3,1,5,1,10,9,1,0,0,1,North
8,9,0,1,1,1,1,7,5,3,1,5,1,10,8,1,0,0,1,North
9,9,0,1,1,1,1,8,5,3,1,5,1,10,9,1,0,0,1,East
10,9,1,1,1,1,1,9,5,3,1,5,1,11,9,1,0,0,1,East
10,8,1,1,0,1,1,10,5,3,1,5,1,11,9,1,0,0,1,South
10,7,1,1,0,1,1,10,4,3,1,5,1,10,9,1,0,0,1,South
10,6,1,1,0,1,1,10,4,3,1,5,1,10,9,1,0,0,1,South
10,5,1,1,1,1,1,1,1,3,1,5,1,9,9,0,0,0,1,South
10,4,1,1,1,1,1,1,1,3,1,5,1,8,9,0,0,0,1,South
10,5,1,1,1,1,1,1,1,3,1,5,1,9,9,0,0,0,1,North
10,6,1,1,0,1,1,1,1,3,1,5,1,9,9,0,0,0,1,North
10,7,1,1,0,1,1,1,1,3,1,5,1,9,9,0,0,0,1,North
10,8,1,1,0,1,1,1,1,3,1,5,1,9,9,0,0,0,1,North
10,9,1,1,1,1,1,1,1,3,1,5,1,9,9,0,0,0,1,North
1,11,0,1,1,0,1,6,5,6,9,8,11,14,6,1,1,1,1,Stop
1,11,0,1,1,0,1,6,5,7,9,9,11,14,6,1,1,1,1,Stop
1,11,0,1,1,0,1,6,4,7,8,10,11,14,5,1,1,1,1,Stop
1,11,0,1,1,0,1,6,3,8,8,9,11,13,5,1,1,1,1,Stop
1,11,0,1,1,0,1,6,4,8,7,8,11,14,5,1,1,1,1,Stop
1,11,0,1,1,0,1,6,5,9,7,8,11,13,5,1,1,1,1,Stop
1,11,0,1,1,0,1,5,5,9,6,9,11,14,5,1,1,1,1,Stop
1,11,0,1,1,0,1,6,5,9,6,8,11,14,4,1,1,1,1,Stop
1,11,0,1,1,0,1,6,5,10,6,7,11,15,4,1,1,1,1,Stop
1,11,0,1,1,0,1,5,5,10,5,6,11,16,4,1,1,1,1,Stop
1,11,0,1,1,0,1,5,4,9,5,6,10,15,4,1,1,1,1,Stop
1,11,0,1,1,0,1,5,5,9,4,6,10,15,4,1,1,1,1,Stop
1,11,0,1,1,0,1,5,4,9,5,6,10,15,4,1,1,1,1,Stop
2,11,0,0,1,1,1,5,4,10,5,6,11,15,5,1,1,1,1,East
3,11,0,0,1,1,1,5,5,10,4,6,11,16,5,1,1,1,1,East
4,11,0,0,1,1,1,6,5,10,4,5,11,15,5,1,1,1,1,East
5,11,0,1,1,1,1,6,5,11,4,5,1,15,5,1,1,0,1,East
6,11,0,1,1,1,1,5,5,11,5,5,1,14,5,1,1,0,1,East
7,11,0,0,1,1,1,6,5,11,5,5,1,14,5,1,1,0,1,East
8,11,0,0,1,1,1,6,5,11,5,5,1,13,5,1,1,0,1,East
9,11,0,0,1,1,1,7,5,11,5,5,1,14,5,1,1,0,1,East
8,11,0,0,1,1,1,8,5,11,5,5,1,14,6,1,1,0,1,West
7,11,0,0,1,1,1,8,4,12,5,5,1,14,5,1,1,0,1,West
6,11,0,1,1,1,1,8,3,11,5,5,1,14,6,1,1,0,1,West
6,10,1,1,0,1,1,8,3,11,5,5,1,14,7,1,1,0,1,South
6,9,1,1,1,1,1,8,4,12,5,5,1,15,7,1,1,0,1,South
7,9,0,1,1,1,1,9,4,13,5,5,1,16,7,1,1,0,1,East
8,9,0,1,1,1,1,8,4,14,5,5,1,16,8,1,1,0,1,East
9,9,0,1,1,1,1,7,4,14,5,5,1,16,8,1,1,0,1,East
9,8,1,1,1,1,1,7,5,13,5,5,1,15,8,1,1,0,1,South
9,7,1,1,1,1,1,7,5,13,4,5,1,16,8,1,1,0,1,South
9,6,1,1,1,1,1,7,4,13,5,5,1,16,9,1,1,0,1,South
9,5,1,1,1,1,1,7,5,12,5,5,1,15,9,1,1,0,1,South
8,5,1,1,1,1,1,7,4,12,5,5,1,15,8,1,1,0,1,West
7,5,0,1,1,1,1,7,3,11,5,5,1,16,8,1,1,0,1,West
6,5,0,1,1,1,1,8,3,11,5,5,1,16,8,1,1,0,1,West
7,5,0,1,1,1,1,9,3,12,5,5,1,16,7,1,1,0,1,East
6,5,0,1,1,1,1,10,3,13,5,5,1,16,7,1,1,0,1,West
5,5,0,1,1,1,1,11,3,13,4,5,1,16,7,1,1,0,1,West
6,5,0,1,1,1,1,11,4,13,4,5,1,15,7,1,1,0,1,East
6,4,1,1,1,1,1,11,3,13,3,5,1,14,7,1,1,0,1,South
6,3,1,0,1,1,1,11,3,13,3,5,1,14,6,1,1,0,1,South
7,3,1,0,1,1,1,10,3,14,3,5,1,14,7,1,1,0,1,East
8,3,1,0,1,1,1,10,3,15,3,5,1,14,8,1,1,0,1,East
9,3,1,0,1,1,1,1,1,15,4,5,1,14,7,0,1,0,1,East
10,3,1,0,1,1,1,1,1,15,5,5,1,15,7,0,1,0,1,East
11,3,1,0,0,1,1,1,1,15,4,5,1,15,8,0,1,0,1,East
11,4,1,1,0,1,1,1,1,15,3,5,1,15,7,0,1,0,1,North
11,5,0,1,1,1,1,1,1,14,3,5,1,14,7,0,1,0,1,North
12,5,0,0,1,1,1,1,1,14,3,5,1,14,7,0,1,0,1,East
13,5,0,1,1,1,1,1,1,15,3,5,1,14,6,0,1,0,1,East
13,4,1,1,1,0,1,1,1,15,4,5,1,14,7,0,1,0,1,South
13,3,1,0,1,0,1,1,1,15,4,5,1,13,7,0,1,0,1,South
13,3,1,0,1,0,1,1,1,14,4,5,1,13,8,0,1,0,1,South
14,3,1,0,1,1,1,1,1,13,4,5,1,13,8,0,1,0,1,East
14,4,1,1,1,1,1,1,1,13,3,5,1,13,8,0,1,0,1,North
14,5,1,1,1,1,1,1,1,13,4,5,1,14,8,0,1,0,1,North
14,6,1,1,0,0,1,1,1,13,3,5,1,13,8,0,1,0,1,North
14,7,1,1,1,1,1,1,1,13,4,5,1,13,8,0,1,0,1,North
14,6,1,1,0,0,1,1,1,13,5,5,1,13,8,0,1,0,1,South
14,5,1,1,1,1,1,1,1,3,1,5,1,13,9,0,0,0,1,South
14,4,1,1,1,1,1,1,1,3,1,5,1,13,8,0,0,0,1,South
13,4,1,1,1,0,1,1,1,3,1,5,1,13,7,0,0,0,1,West
13,4,1,1,1,0,1,1,1,3,1,5,1,13,8,0,0,0,1,West
14,4,1,1,1,1,1,1,1,3,1,5,1,12,8,0,0,0,1,East
14,5,1,1,1,1,1,1,1,3,1,5,1,12,7,0,0,0,1,North
14,6,1,1,0,0,1,1,1,3,1,5,1,12,7,0,0,0,1,North
14,7,1,1,1,1,1,1,1,3,1,5,1,13,7,0,0,0,1,North
