@RELATION 'training_tutorial1_score3'

@ATTRIBUTE distNorth NUMERIC
@ATTRIBUTE distSouth NUMERIC
@ATTRIBUTE distEast NUMERIC
@ATTRIBUTE distWest NUMERIC
@ATTRIBUTE Score NUMERIC
@ATTRIBUTE NextScore NUMERIC
@ATTRIBUTE NearestFood NUMERIC
@ATTRIBUTE lastMove {North,South,East,West,Stop}

@data
4,4,4,2,386,583,13,West
3,3,3,1,385,582,14,West
2,2,2,0,384,581,15,West
7,9,7,9,583,580,16,North
6,8,6,8,582,579,15,North
5,7,5,7,581,578,14,North
99999,6,4,6,580,577,13,East
3,5,5,5,579,576,12,North
2,4,2,4,0,197,7,North
1,3,1,3,-1,196,8,North
7,6,6,5,198,195,9,West
5,5,5,3,197,194,10,West
5,5,5,3,196,193,11,West
5,3,5,3,195,192,12,South
5,5,5,3,194,191,11,West
3,4,5,3,193,190,12,North
4,4,4,2,192,189,13,West
3,3,3,1,191,388,14,West
3,3,3,1,190,387,15,West
2,2,2,0,189,386,16,West
9,7,7,9,388,385,17,South
7,99999,5,7,387,384,16,East
6,99999,4,6,386,383,15,East
4,2,2,4,385,382,14,South
4,2,2,99999,384,381,13,South
2,4,2,4,383,380,12,North
4,4,2,99999,382,579,13,East
3,3,1,3,381,578,12,East
3,3,1,3,380,577,11,East
6,4,4,6,579,576,10,South
4,2,2,4,578,575,9,South
3,3,1,3,577,574,10,East
99999,11,11,13,0,197,2,South
12,10,10,12,-1,296,1,East
11,9,9,11,98,395,1,East
10,8,8,10,197,494,1,East
9,7,7,9,296,593,1,South
8,6,6,8,395,692,1,South
7,5,5,7,494,791,1,East
6,4,4,6,593,890,1,East
5,3,3,5,692,989,1,East
4,2,2,4,791,1188,1,South
3,1,1,3,890,1287,1,East
2,0,2,2,989,1386,1,South
7,5,7,5,1188,1485,1,West
6,4,6,4,1287,1484,1,South
5,3,5,3,1386,1483,1,West
4,2,4,4,1485,1682,1,South
3,1,3,3,1484,1781,1,South
2,0,2,2,1483,1880,1,South
18,99999,18,20,1682,1979,1,East
17,99999,17,19,1781,2078,1,North
16,18,16,18,1880,2177,1,East
15,17,15,17,1979,2176,1,East
14,16,14,16,2078,2275,1,North
13,15,13,15,2177,2374,1,North
12,14,12,14,2176,2373,1,North
11,13,11,13,2275,2472,1,North
10,12,10,12,2374,2571,2,North
9,11,9,11,2373,2570,1,North
8,10,8,10,2472,2569,1,North
7,9,7,9,2571,2568,1,North
99999,8,6,8,2570,2567,2,East
99999,7,5,7,2569,2566,3,East
99999,6,4,6,2568,2665,2,East
99999,5,3,5,2567,2764,1,East
99999,4,2,4,2566,2963,1,East
99999,3,1,3,2665,3062,1,East
99999,2,0,2,2764,3161,2,East
99999,5,5,7,2963,3260,1,East
99999,4,4,6,3062,3359,1,South
5,3,3,5,3161,3458,1,East
99999,11,11,13,0,197,2,South
11,9,9,11,-1,296,1,East
11,9,9,11,98,395,1,East
9,7,7,9,197,494,1,East
7,5,5,7,296,593,1,South
5,3,3,5,395,892,1,South
4,4,2,4,494,991,1,East
2,2,0,2,593,1090,1,East
6,4,4,6,892,1189,1,East
6,4,6,4,991,1288,1,South
6,4,6,4,1090,1587,1,South
4,2,4,2,1189,1586,1,South
2,2,2,0,1288,1585,1,West
11,13,11,13,1587,1584,1,North
11,13,11,13,1586,1583,2,North
11,11,11,13,1585,1682,2,North
9,11,9,11,1584,1781,2,North
9,9,7,9,1583,1880,1,East
7,7,5,7,1682,1879,1,East
6,6,4,6,1781,1878,1,East
6,6,4,6,1880,1977,1,East
6,6,4,6,1879,2076,2,East
4,4,2,4,1878,2175,1,East
4,4,2,4,1977,2474,1,East
2,4,2,4,2076,2473,1,East
99999,6,6,99999,0,-3,14,South
7,5,99999,99999,-1,-4,13,South
6,6,4,99999,-2,-5,12,East
99999,5,3,5,-3,-6,11,East
99999,4,2,4,-4,193,10,East
99999,3,1,3,-5,192,9,East
2,2,0,2,-6,191,8,East
3,5,5,5,193,190,7,North
2,4,99999,4,192,389,8,North
99999,3,1,3,191,388,9,East
99999,99999,0,2,190,387,8,East
99999,99999,10,11,389,386,7,East
99999,99999,9,11,388,385,6,East
99999,8,8,10,387,384,5,South
9,7,7,99999,386,383,4,South
8,7,6,7,385,382,3,East
7,99999,5,7,384,381,4,East
99999,4,4,6,383,380,3,South
5,3,3,99999,382,379,4,South
4,99999,2,99999,381,578,3,East
3,99999,1,3,380,577,4,East
2,0,2,2,379,576,3,South
10,8,99999,99999,578,575,4,South
9,9,9,7,577,574,5,West
99999,8,8,6,576,573,4,West
99999,99999,7,5,575,572,3,West
99999,6,6,4,574,571,2,West
5,5,5,3,573,570,1,West
99999,6,6,99999,0,-3,14,South
7,6,99999,99999,-1,-4,13,South
6,4,4,99999,-2,-5,12,South
4,6,4,99999,-3,-6,11,North
6,4,4,99999,-4,-7,12,South
6,4,4,99999,-5,-8,11,South
4,4,2,99999,-6,-9,10,East
4,99999,2,4,-7,190,9,East
2,99999,2,4,-8,189,8,North
2,2,0,2,-9,188,9,East
11,9,9,11,190,187,8,South
9,99999,7,9,189,186,7,East
9,99999,7,9,188,185,6,East
9,99999,7,9,187,184,5,East
7,99999,5,7,186,183,4,East
6,4,6,6,185,182,3,South
5,3,5,99999,184,381,2,South
4,2,4,2,183,380,3,South
2,2,2,0,182,379,4,West
10,12,10,12,381,378,5,North
99999,10,8,10,380,377,4,East
8,8,6,8,379,376,3,East
6,6,4,6,378,375,2,East
6,6,4,6,377,374,1,East
99999,6,4,6,376,373,2,East
99999,99999,3,5,375,372,3,East
99999,3,3,5,374,371,4,South
4,2,2,99999,373,370,5,South
4,99999,2,99999,372,369,6,East
2,99999,2,4,371,368,7,North
3,3,1,3,370,567,6,East
2,2,0,2,369,566,7,East
0,2,2,2,368,565,8,North
99999,8,8,6,567,564,7,West
99999,8,8,6,566,563,6,West
5,7,7,7,565,562,5,North
99999,99999,29,30,0,297,1,East
28,99999,30,30,99,396,1,North
27,29,99999,99999,198,495,1,North
99999,28,26,99999,297,594,1,East
99999,99999,25,27,396,693,1,East
99999,99999,24,26,495,792,1,East
23,99999,99999,25,594,891,1,North
22,24,99999,99999,693,990,1,North
21,23,99999,99999,792,1089,1,North
99999,22,20,22,891,1188,1,East
99999,99999,19,21,990,1287,1,East
99999,99999,18,20,1089,1386,1,East
17,19,99999,19,1188,1485,1,North
16,18,99999,99999,1287,1584,1,North
15,17,99999,99999,1386,1683,1,North
14,16,16,14,1485,1682,1,West
99999,99999,15,13,1584,1681,1,West
12,99999,14,14,1683,1680,1,North
11,13,99999,99999,1682,1679,2,North
10,12,99999,12,1681,1678,2,North
9,11,99999,99999,1680,1677,2,North
8,10,10,99999,1679,1676,2,North
7,9,99999,99999,1678,1675,2,North
99999,8,99999,6,1677,1674,2,West
99999,99999,7,5,1676,1673,3,West
99999,99999,6,4,1675,1672,3,West
99999,99999,5,3,1674,1671,3,West
4,99999,4,2,1673,1870,3,West
99999,1,3,2,1672,2069,4,South
2,0,99999,1,1671,2068,5,South
2,99999,2,0,1870,2067,5,West
4,99999,3,2,2069,2266,5,West
99999,99999,3,1,2068,2265,4,West
99999,99999,2,0,2067,2264,4,West
99999,99999,6,99999,2266,2263,4,East
99999,99999,5,7,2265,2262,4,East
99999,99999,4,6,2264,2261,4,East
5,99999,3,5,2263,2260,5,East
99999,99999,29,30,0,297,1,East
29,99999,31,31,99,396,1,North
27,29,99999,99999,198,495,1,North
99999,27,25,99999,297,594,1,East
99999,99999,23,25,396,693,1,East
99999,99999,23,25,495,792,1,East
21,99999,99999,23,594,891,1,North
21,23,99999,99999,693,990,1,North
19,21,99999,99999,792,1089,1,North
99999,21,19,21,891,1188,1,East
99999,99999,18,20,990,1287,1,East
99999,99999,17,19,1089,1386,1,East
17,19,99999,19,1188,1485,1,North
16,18,99999,99999,1287,1584,1,North
14,16,99999,99999,1386,1683,1,North
14,16,16,14,1485,1682,1,West
99999,99999,16,14,1584,1681,1,West
12,99999,14,14,1683,1680,1,North
12,14,99999,99999,1682,1679,2,North
11,13,99999,13,1681,1678,2,North
10,12,99999,99999,1680,1677,2,North
8,10,10,99999,1679,1676,2,North
7,9,99999,99999,1678,1675,2,North
99999,9,99999,7,1677,1674,2,West
99999,99999,7,5,1676,1673,3,West
99999,99999,6,4,1675,1672,3,West
99999,99999,6,4,1674,1671,3,West
5,99999,5,3,1673,1870,3,West
99999,1,3,1,1672,2269,4,South
2,0,99999,0,1671,2268,5,South
